数据日期,用户编号,地址码,地区码,测量点名称,相序类型,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,运行容量,计量方式,综合倍率,供电单位
2016/6/7,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.04,0.1,0.11,0.11,0.11,0.1,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,800,高供高计,60,东新营业班
2016/6/7,903474879,04435(1153),4221,分表０１,B相,0,0,0,0,0,0,0,0.03,0.1,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.1,800,高供高计,60,东新营业班
2016/6/7,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.1,0.1,0.1,0.1,0.1,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,800,高供高计,60,东新营业班
2016/6/8,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.05,0.1,0.1,0.1,0.11,0.1,0.07,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.11,0.12,0.1,800,高供高计,60,东新营业班
2016/6/8,903474879,04435(1153),4221,分表０１,B相,0,0,0,0,0,0,0,0.05,0.1,0.09,0.1,0.1,0.1,0.06,0.12,0.12,0.12,0.12,0.12,0.09,0.1,0.11,0.1,0.1,800,高供高计,60,东新营业班
2016/6/8,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.1,0.09,0.1,0.11,0.1,0.07,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.1,800,高供高计,60,东新营业班
2016/6/9,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.1,0.1,0.11,0.04,800,高供高计,60,东新营业班
2016/6/9,903474879,04435(1153),4221,分表０１,B相,0,0.01,0,0,0,0,0.01,0.1,0.1,0.11,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.1,0.11,0.1,0.04,800,高供高计,60,东新营业班
2016/6/9,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.1,0.1,0.1,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.04,800,高供高计,60,东新营业班
2016/6/10,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.04,0.04,0.04,0.1,0.1,0.1,0.07,0.12,0.12,0.09,0.12,0.12,0.06,0.11,0.1,0.1,0.11,800,高供高计,60,东新营业班
2016/6/10,903474879,04435(1153),4221,分表０１,B相,0,0,0,0,0,0,0.01,0.04,0.03,0.04,0.1,0.1,0.1,0.07,0.11,0.12,0.09,0.12,0.12,0.06,0.1,0.1,0.1,0.1,800,高供高计,60,东新营业班
2016/6/10,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.03,0.1,0.1,0.11,0.07,0.12,0.12,0.1,0.12,0.12,0.06,0.1,0.1,0.1,0.1,800,高供高计,60,东新营业班
2016/6/11,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.11,0.11,0.11,0.1,0.09,0.06,0.07,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.1,0.11,0.11,800,高供高计,60,东新营业班
2016/6/11,903474879,04435(1153),4221,分表０１,B相,0,0,0,0,0,0,0,0.12,0.12,0.12,0.1,0.09,0.05,0.07,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.11,0.1,0.1,800,高供高计,60,东新营业班
2016/6/11,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.11,0.1,0.1,0.1,0.06,0.07,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.1,800,高供高计,60,东新营业班
2016/6/12,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.04,0.1,0.04,0.1,0.1,0.11,0.12,0.07,0.12,0.1,0.11,0.1,0.11,0.11,0.12,0.07,0.04,800,高供高计,60,东新营业班
2016/6/12,903474879,04435(1153),4221,分表０１,B相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.1,0.05,0.11,0.1,0.1,0.12,0.07,0.12,0.1,0.11,0.1,0.11,0.1,0.12,0.08,0.04,800,高供高计,60,东新营业班
2016/6/12,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.09,0.03,0.1,0.1,0.11,0.12,0.08,0.12,0.1,0.11,0.1,0.11,0.11,0.12,0.08,0.04,800,高供高计,60,东新营业班
2016/6/13,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.04,0.1,0.1,0.11,0.1,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0.08,800,高供高计,60,东新营业班
2016/6/13,903474879,04435(1153),4221,分表０１,B相,0,0,0,0,0.01,0,0,0.03,0.1,0.1,0.11,0.1,0.11,0.13,0.11,0.12,0.11,0.12,0.11,0.13,0.1,0.11,0.1,0.08,800,高供高计,60,东新营业班
2016/6/13,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.1,0.1,0.11,0.1,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.14,0.1,0.1,0.1,0.07,800,高供高计,60,东新营业班
2016/6/14,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.04,0.06,0.09,0.1,0.19,0.11,0.11,0.13,0.12,0.11,0.14,0.12,0.11,0.11,0.11,0.11,0.11,800,高供高计,60,东新营业班
2016/6/14,903474879,04435(1153),4221,分表０１,B相,0.01,0.01,0.01,0,0.01,0,0.01,0.04,0.06,0.09,0.1,0.19,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.1,0.1,0.1,0.1,0.1,800,高供高计,60,东新营业班
2016/6/14,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.06,0.08,0.1,0.19,0.11,0.11,0.13,0.12,0.12,0.14,0.12,0.1,0.11,0.11,0.1,0.11,800,高供高计,60,东新营业班
2016/6/15,903474879,04435(1153),4221,分表０１,A相,0,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.1,0.1,0.12,0.12,0.13,0.12,0.14,0.17,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,800,高供高计,60,东新营业班
2016/6/15,903474879,04435(1153),4221,分表０１,B相,0,0,0,0,0,0,0,0.1,0.09,0.1,0.12,0.12,0.12,0.11,0.12,0.17,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.1,800,高供高计,60,东新营业班
2016/6/15,903474879,04435(1153),4221,分表０１,C相,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.1,0.09,0.1,0.12,0.12,0.13,0.12,0.13,0.16,0.12,0.13,0.12,0.11,0.11,0.1,0.1,0.11,800,高供高计,60,东新营业班
2016/6/16,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.11,0.15,0.28,0.05,0.1,0.11,0.12,0.12,0.05,0.04,0.12,0.05,0.11,0.1,0.1,0.11,0.1,800,高供高计,60,东新营业班
2016/6/16,903474879,04435(1153),4221,分表０１,B相,0,0,0,0,0,0,0,0.1,0.12,0.26,0.05,0.09,0.1,0.11,0.11,0.05,0.04,0.11,0.04,0.1,0.09,0.1,0.1,0.1,800,高供高计,60,东新营业班
2016/6/16,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.13,0.25,0.05,0.1,0.12,0.12,0.12,0.04,0.05,0.12,0.05,0.11,0.1,0.1,0.1,0.1,800,高供高计,60,东新营业班
2016/6/17,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.04,0.1,0.08,0.12,0.12,0.38,0.1,0.13,0.43,0.33,0.13,0.16,0.14,0.13,0.18,0.13,0.14,800,高供高计,60,东新营业班
2016/6/17,903474879,04435(1153),4221,分表０１,B相,0,0,0,0,0,0,0,0.03,0.1,0.09,0.11,0.12,0.39,0.1,0.1,0.41,0.32,0.13,0.13,0.32,0.1,0.15,0.1,0.1,800,高供高计,60,东新营业班
2016/6/17,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.1,0.08,0.12,0.12,0.38,0.1,0.1,0.39,0.33,0.13,0.13,0.12,0.1,0.15,0.1,0.1,800,高供高计,60,东新营业班
2016/6/19,903474879,04435(1153),4221,分表０１,A相,0,0,0,0,0,0,0,0.04,0.1,0.19,0.1,0.11,0.11,0.11,0.21,0.19,0.21,0.19,0.24,0.14,0.1,0.13,0.14,0.14,800,高供高计,60,东新营业班
2016/6/19,903474879,04435(1153),4221,分表０１,B相,0.01,0.01,0.01,0,0.01,0,0.13,0.04,0.1,0.19,0.11,0.11,0.1,0.12,0.21,0.2,0.21,0.19,0.2,0.25,0.11,0.11,0.1,0.1,800,高供高计,60,东新营业班
2016/6/19,903474879,04435(1153),4221,分表０１,C相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.1,0.17,0.11,0.11,0.12,0.11,0.2,0.18,0.2,0.18,0.19,0.1,0.1,0.09,0.1,0.1,800,高供高计,60,东新营业班
2016/6/20,903474879,04435(1153),4221,分表０１,A相,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.14,0.21,0.12,0.15,0.17,0.15,0.16,0.11,0.14,0.14,800,高供高计,60,东新营业班
2016/6/20,903474879,04435(1153),4221,分表０１,B相,0,0,0,0,0,0,0.01,0.1,0.08,0.12,0.1,0.1,0.09,0.1,0.1,0.18,0.09,0.12,0.13,0.18,0.12,0.08,0.1,0.11,800,高供高计,60,东新营业班
2016/6/20,903474879,04435(1153),4221,分表０１,C相,0,0,0,0,0,0,0,0.09,0.08,0.1,0.08,0.1,0.12,0.09,0.11,0.18,0.09,0.13,0.14,0.13,0.12,0.07,0.11,0.11,800,高供高计,60,东新营业班
2016/6/22,903474879,04435(1153),4221,分表０１,A相,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.53,0.16,0.15,0.3,0.17,0.15,0.47,0.17,0.38,0.16,0.17,0.16,0.15,0.24,0.14,0.16,0.15,800,高供高计,60,东新营业班
2016/6/22,903474879,04435(1153),4221,分表０１,B相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.13,0.13,0.3,0.2,0.13,0.45,0.14,0.38,0.14,0.24,0.15,0.13,0.22,0.12,0.12,0.13,800,高供高计,60,东新营业班
2016/6/22,903474879,04435(1153),4221,分表０１,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.49,0.13,0.12,0.28,0.21,0.13,0.45,0.21,0.43,0.2,0.15,0.15,0.14,0.23,0.12,0.13,0.13,800,高供高计,60,东新营业班
2016/6/23,903474879,04435(1153),4221,分表０１,A相,0.06,0.06,0.06,0.07,0.07,0.06,0.12,0.23,0.28,0.13,0.06,0.17,0.14,0.14,0.97,0.17,0.37,0.46,0.17,0.44,,,,,800,高供高计,60,东新营业班
2016/6/23,903474879,04435(1153),4221,分表０１,B相,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.17,0.26,0.1,0.02,0.14,0.12,0.13,0.95,0.15,0.34,0.44,0.15,0.48,,,,,800,高供高计,60,东新营业班
2016/6/23,903474879,04435(1153),4221,分表０１,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.17,0.26,0.08,0.03,0.15,0.12,0.13,0.94,0.16,0.35,0.43,0.16,0.44,,,,,800,高供高计,60,东新营业班
2016/6/24,903474879,04435(1153),4221,分表０１,A相,,,,,,,0.06,0.16,0.28,0.17,0.16,0.28,0.23,0.38,0.17,0.22,0.2,0.26,0.15,0.14,0.16,0.14,0.14,0.14,800,高供高计,60,东新营业班
2016/6/24,903474879,04435(1153),4221,分表０１,B相,,,,,,,0.02,0.13,0.23,0.14,0.14,0.54,0.19,0.36,0.14,0.18,0.14,0.23,0.11,0.12,0.14,0.12,0.12,0.12,800,高供高计,60,东新营业班
2016/6/24,903474879,04435(1153),4221,分表０１,C相,,,,,,,0.03,0.14,0.25,0.14,0.14,0.44,0.21,0.36,0.15,0.21,0.18,0.25,0.13,0.13,0.15,0.12,0.11,0.12,800,高供高计,60,东新营业班
2016/6/25,903474879,04435(1153),4221,分表０１,A相,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.15,0.58,0.18,0.51,0.15,0.16,0.65,0.19,0.2,0.35,0.17,0.17,0.15,0.16,0.3,0.16,0.15,800,高供高计,60,东新营业班
2016/6/25,903474879,04435(1153),4221,分表０１,B相,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.12,0.53,0.13,0.47,0.11,0.13,0.57,0.15,0.16,0.29,0.14,0.14,0.11,0.12,0.26,0.13,0.13,800,高供高计,60,东新营业班
2016/6/25,903474879,04435(1153),4221,分表０１,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.12,0.54,0.16,0.48,0.13,0.15,0.6,0.17,0.17,0.33,0.15,0.15,0.13,0.14,0.26,0.14,0.12,800,高供高计,60,东新营业班
2016/6/26,903474879,04435(1153),4221,分表０１,A相,0.06,0.06,0.06,0.1,0.1,0.1,0.1,0.24,0.21,0.19,0.18,0.35,0.22,0.24,0.53,0.18,0.36,0.2,0.2,0.21,0.21,0.18,0.18,0.17,800,高供高计,60,东新营业班
2016/6/26,903474879,04435(1153),4221,分表０１,B相,0.02,0.02,0.02,0.07,0.07,0.07,0.17,0.2,0.16,0.15,0.14,0.3,0.27,0.21,0.47,0.15,0.31,0.16,0.17,0.17,0.18,0.16,0.14,0.14,800,高供高计,60,东新营业班
2016/6/26,903474879,04435(1153),4221,分表０１,C相,0.03,0.03,0.03,0.07,0.07,0.07,0.07,0.21,0.17,0.16,0.15,0.32,0.19,0.21,0.48,0.16,0.33,0.17,0.17,0.18,0.19,0.14,0.14,0.14,800,高供高计,60,东新营业班
2016/6/27,903474879,04435(1153),4221,分表０１,A相,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.19,0.17,0.16,0.31,0.18,0.19,0.46,0.2,0.25,0.19,0.16,0.17,0.18,0.18,0.17,0.19,800,高供高计,60,东新营业班
2016/6/27,903474879,04435(1153),4221,分表０１,B相,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.14,0.14,0.12,0.27,0.13,0.26,0.6,0.16,0.21,0.13,0.15,0.14,0.14,0.15,0.13,0.16,800,高供高计,60,东新营业班
2016/6/27,903474879,04435(1153),4221,分表０１,C相,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.09,0.16,0.15,0.13,0.29,0.15,0.16,0.64,0.17,0.23,0.16,0.13,0.16,0.16,0.15,0.13,0.16,800,高供高计,60,东新营业班
2016/6/28,903474879,04435(1153),4221,分表０１,A相,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.14,0.25,0.16,0.22,0.16,0.23,0.19,0.62,0.32,0.47,0.17,0.18,0.57,0.2,0.19,0.18,0.18,800,高供高计,60,东新营业班
2016/6/28,903474879,04435(1153),4221,分表０１,B相,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.18,0.13,0.18,0.11,0.17,0.15,0.57,0.15,0.42,0.13,0.14,0.65,0.16,0.17,0.14,0.14,800,高供高计,60,东新营业班
2016/6/28,903474879,04435(1153),4221,分表０１,C相,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.1,0.19,0.14,0.19,0.13,0.2,0.16,0.58,0.16,0.43,0.15,0.15,0.54,0.18,0.17,0.15,0.15,800,高供高计,60,东新营业班
2016/6/29,903474879,04435(1153),4221,分表０１,A相,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.14,0.23,0.43,0.18,0.18,0.18,0.19,1.15,0.25,0.24,0.19,0.23,0.16,0.17,0.19,0.17,0.17,800,高供高计,60,东新营业班
2016/6/29,903474879,04435(1153),4221,分表０１,B相,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.19,0.37,0.15,0.14,0.14,0.15,1.08,0.19,0.25,0.16,0.18,0.19,0.14,0.16,0.14,0.14,800,高供高计,60,东新营业班
2016/6/29,903474879,04435(1153),4221,分表０１,C相,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.1,0.2,0.37,0.16,0.16,0.16,0.16,1.1,0.22,0.26,0.17,0.2,0.14,0.15,0.16,0.15,0.14,800,高供高计,60,东新营业班
2016/6/30,903474879,04435(1153),4221,分表０１,A相,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.46,0.18,0.15,0.18,0.14,0.19,0.23,0.42,0.15,0.06,0.23,0.17,0.13,0.17,0.17,0.14,0.15,800,高供高计,60,东新营业班
2016/6/30,903474879,04435(1153),4221,分表０１,B相,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.39,0.13,0.15,0.17,0.24,0.19,0.19,0.39,0.15,0.06,0.2,0.18,0.14,0.25,0.15,0.14,0.16,800,高供高计,60,东新营业班
2016/6/30,903474879,04435(1153),4221,分表０１,C相,0.07,,0.07,0.07,0.07,0.07,0.08,0.42,0.16,0.17,0.19,0.16,0.21,0.22,0.41,0.17,0.08,0.23,0.16,0.16,0.17,0.32,0.15,0.16,800,高供高计,60,东新营业班
2016/7/1,903474879,04435(1153),4221,分表０１,A相,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.2,0.14,0.17,0.16,0.18,0.66,0.18,0.19,0.17,0.37,0.19,0.42,0.16,0.16,0.16,0.16,0.17,800,高供高计,60,东新营业班
2016/7/1,903474879,04435(1153),4221,分表０１,B相,0.06,0.06,0.06,0.06,0.06,0.06,0.17,0.25,0.14,0.16,0.15,0.13,0.61,0.14,0.14,0.14,0.34,0.16,0.46,0.21,0.23,0.13,0.14,0.14,800,高供高计,60,东新营业班
2016/7/1,903474879,04435(1153),4221,分表０１,C相,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.2,0.15,0.19,0.17,0.16,0.64,0.16,0.17,0.15,0.35,0.16,0.4,0.14,0.14,0.14,0.14,0.14,800,高供高计,60,东新营业班
2016/7/2,903474879,04435(1153),4221,分表０１,A相,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.2,0.16,0.16,0.2,0.17,0.15,0.26,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.16,800,高供高计,60,东新营业班
2016/7/2,903474879,04435(1153),4221,分表０１,B相,0.34,0.05,0.05,0.05,0.05,0.05,0.05,0.16,0.14,0.13,0.16,0.13,0.12,0.23,0.14,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.14,800,高供高计,60,东新营业班
2016/7/2,903474879,04435(1153),4221,分表０１,C相,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.17,0.14,0.14,0.17,0.14,0.13,0.23,0.14,0.16,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.14,800,高供高计,60,东新营业班
2016/7/3,903474879,04435(1153),4221,分表０１,A相,0.08,0.09,0.08,0.09,0.09,0.09,0.2,0.17,0.43,0.17,0.23,0.17,0.54,0.57,0.23,0.23,0.24,0.17,0.17,0.17,0.44,0.15,0.17,0.16,800,高供高计,60,东新营业班
2016/7/3,903474879,04435(1153),4221,分表０１,B相,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.14,0.39,0.14,0.17,0.14,0.51,0.52,0.18,0.18,0.19,0.14,0.14,0.14,0.43,0.12,0.14,0.13,800,高供高计,60,东新营业班
2016/7/3,903474879,04435(1153),4221,分表０１,C相,0.05,0.05,0.05,0.05,0.05,0.05,0.14,0.15,0.39,0.16,0.23,0.16,0.52,0.78,0.21,0.22,0.23,0.16,0.16,0.16,0.46,0.13,0.15,0.14,800,高供高计,60,东新营业班
2016/7/4,903474879,04435(1153),4221,分表０１,A相,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.17,0.16,0.3,0.18,0.49,0.27,0.49,0.18,0.18,0.54,0.16,0.25,0.21,0.14,0.14,0.14,0.14,800,高供高计,60,东新营业班
2016/7/4,903474879,04435(1153),4221,分表０１,B相,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.14,0.12,0.26,0.14,0.44,0.22,0.44,0.15,0.15,0.52,0.15,0.24,0.19,0.14,0.13,0.14,0.14,800,高供高计,60,东新营业班
2016/7/4,903474879,04435(1153),4221,分表０１,C相,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.16,0.15,0.28,0.16,0.48,0.25,0.47,0.17,0.18,0.54,0.17,0.26,0.23,0.16,0.15,0.15,0.15,800,高供高计,60,东新营业班
2016/7/5,903474879,04435(1153),4221,分表０１,A相,0.05,0.05,0.05,0.05,0.05,0.05,0.61,0.16,0.4,0.14,0.14,0.38,0.15,0.22,0.17,0.16,0.17,0.52,0.15,0.15,0.16,0.14,0.14,0.14,800,高供高计,60,东新营业班
2016/7/5,903474879,04435(1153),4221,分表０１,B相,0.05,0.05,0.05,0.05,0.05,0.05,0.59,0.15,0.38,0.13,0.14,0.36,0.13,0.2,0.16,0.16,0.16,0.5,0.15,0.14,0.16,0.14,0.14,0.14,800,高供高计,60,东新营业班
2016/7/5,903474879,04435(1153),4221,分表０１,C相,0.07,0.07,0.07,0.07,0.07,0.07,0.6,0.16,0.4,0.16,0.15,0.39,0.16,0.23,0.18,0.17,0.19,0.53,0.16,0.17,0.17,0.15,0.15,0.15,800,高供高计,60,东新营业班
2016/7/6,903474879,04435(1153),4221,分表０１,A相,0.14,0.05,0.05,0.05,0.05,0.05,0.14,0.24,0.56,0.45,0.15,0.13,0.14,0.44,0.18,0.53,0.15,0.15,0.18,0.14,0.25,0.13,0.25,0.14,800,高供高计,60,东新营业班
2016/7/6,903474879,04435(1153),4221,分表０１,B相,0.14,0.05,0.05,0.05,0.05,0.05,0.12,0.21,0.54,0.44,0.14,0.14,0.14,0.42,0.17,0.51,0.15,0.15,0.17,0.14,0.25,0.14,0.23,0.14,800,高供高计,60,东新营业班
2016/7/6,903474879,04435(1153),4221,分表０１,C相,0.16,0.07,0.07,0.07,0.07,0.07,0.16,0.25,0.56,0.46,0.16,0.14,0.14,0.44,0.18,0.54,0.16,0.15,0.19,0.15,0.26,0.14,0.24,0.14,800,高供高计,60,东新营业班
2016/7/7,903474879,04435(1153),4221,分表０１,A相,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.41,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.1,0.15,0.15,0.16,0.14,0.54,0.14,0.13,0.14,800,高供高计,60,东新营业班
2016/7/7,903474879,04435(1153),4221,分表０１,B相,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.37,0.12,0.14,0.15,0.16,0.14,0.15,0.14,0.12,0.15,0.16,0.17,0.14,0.55,0.14,0.14,0.14,800,高供高计,60,东新营业班
2016/7/7,903474879,04435(1153),4221,分表０１,C相,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.41,0.14,0.14,0.14,0.16,0.15,0.15,0.16,0.12,0.16,0.2,0.21,0.18,0.6,0.18,0.17,0.17,800,高供高计,60,东新营业班
2016/7/8,903474879,04435(1153),4221,分表０１,A相,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.14,0.17,0.24,0.24,0.22,0.61,0.24,0.47,0.27,0.28,0.29,0.75,0.28,0.28,0.25,0.26,0.25,800,高供高计,60,东新营业班
2016/7/8,903474879,04435(1153),4221,分表０１,B相,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.16,0.22,0.23,0.21,0.6,0.23,0.45,0.26,0.24,0.24,0.73,0.23,0.23,0.21,0.21,0.2,800,高供高计,60,东新营业班
2016/7/8,903474879,04435(1153),4221,分表０１,C相,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.17,0.21,0.24,0.24,0.23,0.62,0.24,0.48,0.28,0.26,0.26,0.83,0.25,0.25,0.22,0.22,0.21,800,高供高计,60,东新营业班
2016/7/9,903474879,04435(1153),4221,分表０１,B相,0.06,0.06,0.14,0.14,0.13,0.06,0.06,0.42,0.64,0.21,0.68,0.65,0.84,0.23,0.63,0.36,0.25,0.24,0.24,0.23,0.22,0.21,0.21,0.21,800,高供高计,60,东新营业班
2016/7/9,903474879,04435(1153),4221,分表０１,C相,0.07,0.07,0.15,0.15,0.15,0.07,0.07,0.43,0.64,0.23,0.63,0.7,0.86,0.24,0.65,0.38,0.27,0.26,0.26,0.24,0.24,0.22,0.23,0.22,800,高供高计,60,东新营业班
2016/7/10,903474879,04435(1153),4221,分表０１,A相,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.23,0.26,0.28,0.31,0.23,0.48,0.55,0.25,0.27,0.21,0.27,0.23,0.2,0.2,0.36,0.19,0.19,800,高供高计,60,东新营业班
2016/7/10,903474879,04435(1153),4221,分表０１,B相,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.21,0.23,0.25,0.29,0.22,0.47,0.55,0.24,0.25,0.2,0.27,0.21,0.19,0.18,0.35,0.18,0.18,800,高供高计,60,东新营业班
2016/7/10,903474879,04435(1153),4221,分表０１,C相,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.23,0.25,0.27,0.32,0.23,0.49,0.54,0.26,0.28,0.22,0.28,0.24,0.21,0.21,0.36,0.19,0.19,800,高供高计,60,东新营业班
2016/7/11,903474879,04435(1153),4221,分表０１,A相,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.19,0.23,0.58,0.23,0.46,0.51,0.23,0.23,0.51,0.38,0.5,0.25,0.21,0.19,0.19,0.19,0.26,800,高供高计,60,东新营业班
2016/7/11,903474879,04435(1153),4221,分表０１,B相,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.18,0.21,0.55,0.17,0.44,0.49,0.2,0.2,0.51,0.35,0.49,0.23,0.19,0.19,0.19,0.19,0.25,800,高供高计,60,东新营业班
2016/7/11,903474879,04435(1153),4221,分表０１,C相,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.2,0.23,0.57,0.2,0.45,0.5,0.21,0.21,0.51,0.36,0.5,0.25,0.21,0.21,0.21,0.2,0.26,800,高供高计,60,东新营业班
2016/7/12,903474879,04435(1153),4221,分表０１,A相,0.12,0.12,0.12,0.31,0.12,0.14,0.56,0.23,0.22,0.48,0.24,0.25,0.28,0.3,0.53,0.7,0.25,0.31,0.15,0.25,0.26,0.23,0.23,0.23,800,高供高计,60,东新营业班
2016/7/12,903474879,04435(1153),4221,分表０１,B相,0.12,0.11,0.12,0.3,0.1,0.12,0.54,0.23,0.2,0.47,0.23,0.23,0.27,0.28,0.52,0.72,0.25,0.3,0.13,0.22,0.24,0.22,0.22,0.22,800,高供高计,60,东新营业班
2016/7/12,903474879,04435(1153),4221,分表０１,C相,0.13,0.13,0.13,0.31,0.12,0.14,0.55,0.24,0.22,0.47,0.25,0.25,0.29,0.3,0.53,0.77,0.26,0.31,0.15,0.26,0.26,0.24,0.23,0.23,800,高供高计,60,东新营业班
2016/7/13,903474879,04435(1153),4221,分表０１,A相,0.16,0.16,0.15,0.15,0.15,0.14,0.16,0.28,0.2,0.48,0.3,0.26,0.31,0.43,0.26,0.28,0.29,0.3,0.29,0.27,0.25,0.47,0.21,0.22,800,高供高计,60,东新营业班
